text,system,source,error_code,timestamp,category,priority,routing_team
[inventory] rollback (E502). alert triggered from monitoring. occurred right after deployment.,inventory,monitoring,E502,2026-01-28T17:14:49Z,deployment_issue,P1,Platform
[payments] unauthorized (E401). repro steps unknown,payments,batch_job,E401,2026-01-27T11:57:49Z,auth_issue,P2,Security
[observability] webhook failed (E503). alert triggered from monitoring. after last change,observability,monitoring,E503,2026-02-02T05:39:49Z,payment_issue,P0,Payments
[gateway] login fails (TIMEOUT). alert triggered from monitoring.,gateway,monitoring,TIMEOUT,2026-01-28T13:08:49Z,auth_issue,P2,Security
[payments] webhook failed (OOM).,payments,oncall,OOM,2026-01-29T10:03:49Z,payment_issue,P0,Payments
[observability] version mismatch (OOM). occurred right after deployment.,observability,batch_job,OOM,2026-01-27T00:13:49Z,deployment_issue,P1,Platform
[payments] login fails (DB_CONN).,payments,oncall,DB_CONN,2026-01-31T22:58:49Z,auth_issue,P2,Security
[gateway] after deploy (E500). occurred right after deployment. repro steps unknown,gateway,qa,E500,2026-01-28T01:53:49Z,deployment_issue,P1,Platform
[observability] cannot reach (E504). alert triggered from monitoring.,observability,monitoring,E504,2026-02-02T00:55:49Z,outage,P0,SRE
[payments] unauthorized (E403).,payments,partner,E403,2026-02-05T22:26:49Z,auth_issue,P2,Security
[observability] rollback (E429). user says app is broken. occurred right after deployment. urgent,observability,user_report,E429,2026-01-31T06:10:49Z,deployment_issue,P1,Platform
[observability] timeout (E502). repro steps unknown,observability,partner,E502,2026-02-09T09:27:49Z,outage,P1,SRE
[billing] missingr ecords (E401).,billing,partner,E401,2026-02-02T05:06:49Z,data_issue,P3,Data
[inventory] permission denied (OOM). pls fix asap,inventory,oncall,OOM,2026-02-04T11:31:49Z,auth_issue,P1,Security
[billing] version mismatch (E503). occurred right after deployment.,billing,oncall,E503,2026-02-07T20:19:49Z,deployment_issue,P1,Platform
[gateway] service down (OOM). user says app is broken.,gateway,user_report,OOM,2026-02-01T05:39:49Z,outage,P1,SRE
[search] service down (DB_CONN). needs investigation,search,batch_job,DB_CONN,2026-01-29T05:43:49Z,outage,P1,SRE
[observability] inconsistent state (TIMEOUT).,observability,qa,TIMEOUT,2026-02-06T00:00:49Z,data_issue,P3,Data
[inventory] checkout broken (E429).,inventory,oncall,E429,2026-01-26T17:58:49Z,payment_issue,P1,Payments
[auth] incorrect data (TIMEOUT).,auth,oncall,TIMEOUT,2026-02-02T18:07:49Z,data_issue,P3,Data
[search] payment declined (E429). after last change,search,partner,E429,2026-02-02T02:45:49Z,payment_issue,P1,Payments
[observabliity] degraded (E429).,observability,qa,E429,2026-01-29T15:34:49Z,latency,P1,SRE
[auth] charge failed (E401). user says app is broken.,auth,user_report,E401,2026-02-03T17:59:49Z,payment_issue,P0,Payments
[search] timeouts (TIMEOUT).,search,batch_job,TIMEOUT,2026-01-31T11:42:49Z,latency,P1,SRE
[auth] unavailable (E401).,auth,qa,E401,2026-01-28T15:37:49Z,outage,P1,SRE
[search] after deploy (E408). occurredr ight after deployment.,search,qa,E408,2026-01-30T16:57:49Z,deployment_issue,P1,Platform
[billing] stale cache (E408).,billing,batch_job,E408,2026-02-09T12:48:49Z,data_issue,P2,Data
[mobile] checkout broken (E502).,mobile,oncall,E502,2026-01-30T00:54:49Z,payment_issue,P0,Payments
[gateway] login fails (OOM). randomly,gateway,partner,OOM,2026-02-02T23:25:49Z,auth_issue,P1,Security
[search] incorrect data (E500). intermittent,search,oncall,E500,2026-02-01T14:33:49Z,data_issue,P2,Data
[search] timeout (OOM). alert triggered from monitoring.,search,monitoring,OOM,2026-01-28T06:58:49Z,outage,P0,SRE
[inventory] webhook failed (OOM). urgent,inventory,oncall,OOM,2026-01-29T08:23:49Z,payment_issue,P0,Payments
[auth] chcekout broken (E503).,auth,batch_job,E503,2026-02-08T19:30:49Z,payment_issue,P0,Payments
[auth] after deploy (E429). occurred right after deployment. needs investigation,auth,qa,E429,2026-01-31T04:36:49Z,deployment_issue,P1,Platform
[billing] timeout (E503). alert triggered from monitoring.,billing,monitoring,E503,2026-01-26T11:19:49Z,outage,P0,SRE
[payments] inconsistent state (E408). user says app is broken. seen by customers,payments,user_report,E408,2026-02-03T01:35:49Z,data_issue,P2,Data
[obsevrability] slow response (E408).,observability,oncall,E408,2026-02-01T00:36:49Z,latency,P1,SRE
[search] version mismatch (E503). alert triggered from monitoring. occurred right after deployment.,search,monitoring,E503,2026-01-31T01:25:49Z,deployment_issue,P1,Platform
[gateway] config error (E500). user says app is broken. occurred right after deployment.,gateway,user_report,E500,2026-02-01T16:03:49Z,deployment_issue,P1,Platform
[auth] permission denied (E403). user says app is broken.,auth,user_report,E403,2026-02-07T17:01:49Z,auth_issue,P2,Security
[auth] rollback (E503). occurred right after deployment.,auth,oncall,E503,2026-01-31T17:38:49Z,deployment_issue,P2,Platform
[inventory] token invalid (E500). alert trgigered from monitoring. happens since morning,inventory,monitoring,E500,2026-02-03T18:30:49Z,auth_issue,P2,Security
[observability] login fails (E503). pls fix asap,observability,batch_job,E503,2026-02-05T16:55:49Z,auth_issue,P1,Security
[inventory] missing records (E408).,inventory,partner,E408,2026-02-05T02:43:49Z,data_issue,P2,Data
[payments] charge failed (E401).,payments,qa,E401,2026-02-08T11:18:49Z,payment_issue,P1,Payments
[inventory] p95 high (TIMEOUT). seen by customers,inventory,oncall,TIMEOUT,2026-01-26T20:00:49Z,latency,P2,SRE
[mobile] rollback (TIMEOUT). user says app is broken. occurred right after deployment.,mobile,user_report,TIMEOUT,2026-02-02T03:49:49Z,deployment_issue,P1,Platform
[mobile] timeouts (E401).,mobile,batch_job,E401,2026-02-07T06:04:49Z,latency,P1,SRE
[auth] payment declined (DBC_ONN). needs investigation,auth,batch_job,DB_CONN,2026-02-01T03:15:49Z,payment_issue,P0,Payments
[mobile] unauthorized (OOM). user says app is broken. randomly,mobile,user_report,OOM,2026-02-07T04:05:49Z,auth_issue,P1,Security
[observability] charge failed (E500). repro steps unknown,observability,batch_job,E500,2026-01-26T08:47:49Z,payment_issue,P0,Payments
[inventory] webohok failed (E401).,inventory,batch_job,E401,2026-02-09T18:32:49Z,payment_issue,P2,Payments
[inventory] charge failed (E502).,inventory,batch_job,E502,2026-02-08T14:11:49Z,payment_issue,P1,Payments
[inventory] slow response (OOM).,inventory,batch_job,OOM,2026-01-29T12:33:49Z,latency,P1,SRE
[inventory] permission denied (E504). alert triggered from monitoring. happens since morning,inventory,monitoring,E504,2026-01-29T12:43:49Z,auth_issue,P1,Security
[mobile] rollback (E500). alert triggered from monitoring. occurred right after deployment. intermittent,mobile,monitoring,E500,2026-02-04T16:36:49Z,deployment_issue,P2,Platform
[observability] after deploy (TIMEOUT). occurred right after deployment.,observability,partner,TIMEOUT,2026-01-29T07:11:49Z,deployment_issue,P2,Platform
[auth] charge failed (E429). user says app is broken. needs investigation,auth,user_report,E429,2026-02-03T02:34:49Z,payment_issue,P0,Payments
[mobile] login fails (E401).,mobile,batch_job,E401,2026-01-30T22:48:49Z,auth_issue,P1,Security
[billing] missing records (E502).,billing,partner,E502,2026-01-28T11:36:49Z,data_issue,P2,Data
[billing] permission denied (OOM).,billing,partner,OOM,2026-01-30T03:11:49Z,auth_issue,P1,Security
[boservability] payment declined (E502). alert triggered from monitoring. intermittent,observability,monitoring,E502,2026-02-06T09:15:49Z,payment_issue,P0,Payments
[observability] timeout (E403).,observability,oncall,E403,2026-02-01T23:59:49Z,outage,P0,SRE
[payments] permission denied (E500). user says app is broken.,payments,user_report,E500,2026-01-26T22:46:49Z,auth_issue,P2,Security
[inventory] slow response (OOM). alert triggered from monitoring.,inventory,monitoring,OOM,2026-02-07T14:44:49Z,latency,P2,SRE
[mobile] stale cache (OOM). intermittent,mobile,oncall,OOM,2026-02-07T04:22:49Z,data_issue,P3,Data
[search] charge failed (E408). user says app is broken. needs investigation,search,user_report,E408,2026-01-28T16:54:49Z,payment_issue,P0,Payments
[observability] incorrect data (E500).,observability,oncall,E500,2026-02-03T08:51:49Z,data_issue,P2,Data
[billing] login fails (TIMEOUT).,billing,oncall,TIMEOUT,2026-01-27T22:36:49Z,auth_issue,P1,Security
[search] webhook failed (TIMOEUT).,search,batch_job,TIMEOUT,2026-02-08T06:26:49Z,payment_issue,P1,Payments
[billing] permission denied (DB_CONN).,billing,batch_job,DB_CONN,2026-02-06T18:58:49Z,auth_issue,P1,Security
[search] degraded (E401).,search,qa,E401,2026-02-05T03:23:49Z,latency,P1,SRE
[billing] timeout (TIMEOUT).,billing,oncall,TIMEOUT,2026-02-04T05:37:49Z,outage,P0,SRE
[gateway] timeout (DB_CONN).,gateway,oncall,DB_CONN,2026-02-03T01:51:49Z,outage,P1,SRE
[auth] timeout (E502). alert triggered from monitoring.,auth,monitoring,E502,2026-02-08T04:55:49Z,outage,P1,SRE
[auth] after deploy (E504). alert triggered from monitoring. occurred right after deployment. intermittent,auth,monitoring,E504,2026-01-30T11:34:49Z,deployment_issue,P1,Platform
[payments] token invalid (DB_CONN).,payments,oncall,DB_CONN,2026-02-03T17:28:49Z,auth_issue,P2,Security
[payments] missing records (E429). alert triggered from mnoitoring. intermittent,payments,monitoring,E429,2026-01-29T14:55:49Z,data_issue,P3,Data
[search] unauthorized (E401).,search,qa,E401,2026-01-30T04:45:49Z,auth_issue,P1,Security
[observability] 500 spike (E403). alert triggered from monitoring.,observability,monitoring,E403,2026-01-29T01:31:49Z,outage,P1,SRE
[payments] permission denied (DB_CONN). user says app is broken. intermittent,payments,user_report,DB_CONN,2026-01-29T08:13:49Z,auth_issue,P1,Security
[gateway] version mismatch (E503). alert rtiggered from monitoring. occurred right after deployment.,gateway,monitoring,E503,2026-01-28T01:04:49Z,deployment_issue,P1,Platform
[inventory] permission denied (E500). user says app is broken.,inventory,user_report,E500,2026-02-04T10:48:49Z,auth_issue,P1,Security
[observability] slow response (DB_CONN).,observability,qa,DB_CONN,2026-01-29T17:59:49Z,latency,P2,SRE
[gateway] version mismatch (E502). user says app is broken. occurred right after deployment. randomly,gateway,user_report,E502,2026-02-06T05:22:49Z,deployment_issue,P1,Platform
[auth] rollback (DB_CONN). occurred right after deployment. after last change,auth,partner,DB_CONN,2026-01-30T12:24:49Z,deployment_issue,P1,Platform
[payments] version mismatch (E403). occurred right after deployment.,payments,oncall,E403,2026-02-04T10:24:49Z,deployment_issue,P1,Platform
[auth] token invalid (E502). user says app is broken. randomly,auth,user_report,E502,2026-01-31T12:37:49Z,auth_issue,P1,Security
[mobile] payment declined (E503). after last change,mobile,qa,E503,2026-02-06T05:22:49Z,payment_issue,P0,Payments
[inventory] webhook failed (E403). seen by customers,inventory,partner,E403,2026-01-26T21:25:49Z,payment_issue,P1,Payments
[inventory] timeouts (E408). seen by customers,inventory,partner,E408,2026-01-28T19:52:49Z,latency,P1,SRE
[mobile] 500 spike (E504). user says app is broken. seen by customers,mobile,user_report,E504,2026-02-07T00:54:49Z,outage,P0,SRE
[auth]l ag (E429). randomly,auth,qa,E429,2026-02-01T09:56:49Z,latency,P2,SRE
[inventory] webhook failed (DB_CONN). seen by customers,inventory,batch_job,DB_CONN,2026-02-03T20:24:49Z,payment_issue,P0,Payments
[gateway] inconsistent state (E503).,gateway,qa,E503,2026-02-01T07:07:49Z,data_issue,P2,Data
[search] unauthorized (E502). user saysa pp is broken.,search,user_report,E502,2026-01-27T04:40:49Z,auth_issue,P1,Security
[inventory] slow response (E504). user says app is broken. seen by customers,inventory,user_report,E504,2026-02-04T03:03:49Z,latency,P1,SRE
[gateway] charge failed (DB_CONN). after last change,gateway,batch_job,DB_CONN,2026-01-30T14:28:49Z,payment_issue,P0,Payments
[auth] login fails (E403). happens since morning,auth,batch_job,E403,2026-02-07T12:49:49Z,auth_issue,P2,Security
[mobile] cannot reach (E504). repro steps unknown,mobile,qa,E504,2026-01-29T11:14:49Z,outage,P1,SRE
[observability] checkout broken (E502).,observability,partner,E502,2026-02-01T18:26:49Z,payment_issue,P0,Payments
[auth] unauthorized (E401). user says app is broken.,auth,user_report,E401,2026-02-02T18:18:49Z,auth_issue,P1,Security
[observability] cannot raech (E401). happens since morning,observability,oncall,E401,2026-01-30T21:32:49Z,outage,P0,SRE
[payments] itmeouts (E500). pls fix asap,payments,partner,E500,2026-02-01T03:59:49Z,latency,P1,SRE
[payments] p95 high (E50)3. randomly,payments,partner,E503,2026-02-03T22:59:49Z,latency,P1,SRE
[observabiliyt] lag (OOM). urgent,observability,qa,OOM,2026-02-03T14:35:49Z,latency,P1,SRE
[auth] version mismatch (DB_CONN) .occurred right after deployment.,auth,oncall,DB_CONN,2026-01-30T04:28:49Z,deployment_issue,P1,Platform
[mobile] stale cache (E429). alert triggered from monitoring.,mobile,monitoring,E429,2026-01-28T23:37:49Z,data_issue,P3,Data
[payments] payment declined (OOM).,payments,oncall,OOM,2026-02-05T14:39:49Z,payment_issue,P1,Payments
[payments] timeouts (E503). after last change,payments,partner,E503,2026-01-31T03:04:49Z,latency,P1,SRE
[gateway] version mismatch (OOM). occurred right after deployment.,gateway,batch_job,OOM,2026-02-07T04:42:49Z,deployment_issue,P1,Platform
[gateway] webhook failed (OOM).,gateway,qa,OOM,2026-02-09T21:00:49Z,payment_issue,P1,Payments
[billing] degraded (E504).,billing,oncall,E504,2026-01-30T19:05:49Z,latency,P2,SRE
[mobile] incorrect data (DB_CONN). alert triggered from monitoring. intermittent,mobile,monitoring,DB_CONN,2026-01-29T14:58:49Z,data_issue,P3,Data
[gateway] webhook failed (E502). happens since morning,gateway,oncall,E502,2026-01-31T17:55:49Z,payment_issue,P0,Payments
[payments] config error (TIMEOUT). occurred right after deployment. urgent,payments,oncall,TIMEOUT,2026-02-08T19:08:49Z,deployment_issue,P2,Platform
[inventory] token invalid (OOM). alert triggered from monitoring.,inventory,monitoring,OOM,2026-02-06T17:24:49Z,auth_issue,P2,Security
[gateway] after deploy (E502). occurred right after deployment.,gateway,oncall,E502,2026-02-06T18:50:49Z,deployment_issue,P2,Platform
[observability] p95 high (E054). randomly,observability,oncall,E504,2026-01-31T01:38:49Z,latency,P1,SRE
[auth] config error (OOM). occurred right after deployment. intermittent,auth,batch_job,OOM,2026-02-07T11:42:49Z,deployment_issue,P2,Platform
[auth] config error (OOM). occurred right after deployment. randomly,auth,partner,OOM,2026-01-31T04:58:49Z,deployment_issue,P2,Platform
[payments] config error (OOM). occurred right after deployment. happens since morning,payments,qa,OOM,2026-01-30T00:10:49Z,deployment_issue,P1,Platform
[observability] token invalid (E429). randomly,observability,qa,E429,2026-02-02T23:38:49Z,auth_issue,P1,Security
[observability] charge failed (E408). user says app is broken.,observability,user_report,E408,2026-02-09T06:34:49Z,payment_issue,P0,Payments
[payments] webhook failed (DB_CONN). needs investigation,payments,qa,DB_CONN,2026-02-08T08:32:49Z,payment_issue,P1,Payments
[payments] after deploy (E504). occurred right after deployment.,payments,batch_job,E504,2026-01-29T05:58:49Z,deployment_issue,P1,Platform
[mobile] cnofig error (TIMEOUT). occurred right after deployment.,mobile,qa,TIMEOUT,2026-01-28T12:33:49Z,deployment_issue,P1,Platform
[auth] permission denied (E408).,auth,qa,E408,2026-02-06T23:15:49Z,auth_issue,P1,Security
[billing] webhook failed (E403).,billing,qa,E403,2026-01-28T16:37:49Z,payment_issue,P1,Payments
[gateway] nicorrect data (E500). happens since morning,gateway,partner,E500,2026-01-31T19:36:49Z,data_issue,P2,Data
[gateway] stale cache (E408).,gateway,oncall,E408,2026-02-07T07:30:49Z,data_issue,P3,Data
[search] permission denied (OOM). user says app is broken.,search,user_report,OOM,2026-01-31T22:12:49Z,auth_issue,P1,Security
[payments] config error (E502). occurred right after deployment.,payments,oncall,E502,2026-01-31T02:44:49Z,deployment_issue,P1,Platform
[billing] webhook failed (E502).,billing,partner,E502,2026-02-09T10:17:49Z,payment_issue,P1,Payments
[billing] p95 high (E500). user says app is broken.,billing,user_report,E500,2026-02-08T11:09:49Z,latency,P1,SRE
[billing] incorrect data (E504).,billing,batch_job,E504,2026-02-09T18:41:49Z,data_issue,P2,Data
[auth] unavailable (TIMEOUT).,auth,oncall,TIMEOUT,2026-01-29T05:53:49Z,outage,P1,SRE
[inventory] rollback (E500). user says app is broken. occurred right after deployment.,inventory,user_report,E500,2026-02-08T05:43:49Z,deployment_issue,P1,Platform
[gateway] 500 spike (E500). intermittent,gateway,partner,E500,2026-02-06T12:33:49Z,outage,P0,SRE
[observability] incorrect data (E403). randomly,observability,batch_job,E403,2026-02-08T17:16:49Z,data_issue,P3,Data
[observability] missing records (E403). user says app is broken. after last change,observability,user_report,E403,2026-01-28T03:35:49Z,data_issue,P3,Data
[observability] inconsistent state (E429).,observability,qa,E429,2026-02-05T15:41:49Z,data_issue,P2,Data
[search] checkout broken (TIMEOUT). repro steps unknown,search,oncall,TIMEOUT,2026-01-30T13:49:49Z,payment_issue,P1,Payments
[gateway] 500 spike (E504).,gateway,qa,E504,2026-02-02T16:11:49Z,outage,P0,SRE
[search] version mismatch (E503). alert triggered from monitoring. occurred right after deployment. needs investigation,search,monitoring,E503,2026-01-28T02:09:49Z,deployment_issue,P1,Platform
[auth] unauthorized (E429). user says app is broken. repro steps unknown,auth,user_report,E429,2026-01-26T12:08:49Z,auth_issue,P1,Security
[search] degraded (E408). needs investigation,search,oncall,E408,2026-02-02T10:43:49Z,latency,P1,SRE
[mobile] timeouts (E500). seen by customers,mobile,qa,E500,2026-02-05T20:35:49Z,latency,P1,SRE
[billing] checkout broken (E502).,billing,qa,E502,2026-01-28T19:18:49Z,payment_issue,P0,Payments
[mobile] degraded (DB_CONN). repro steps unknown,mobile,oncall,DB_CONN,2026-02-05T20:20:49Z,latency,P1,SRE
[billing] token invalid (E503). intermittent,billing,batch_job,E503,2026-02-07T20:35:49Z,auth_issue,P2,Security
[observability] charge failed (OOM).,observability,qa,OOM,2026-02-06T22:43:49Z,payment_issue,P1,Payments
[mobile] unavailable (E403). alert triggered from monitoring.,mobile,monitoring,E403,2026-02-08T16:13:49Z,outage,P0,SRE
[auth] p95 high (E503).,auth,oncall,E503,2026-02-04T12:47:49Z,latency,P1,SRE
[gateway] login fails (TIMEOUT).,gateway,partner,TIMEOUT,2026-01-29T08:34:49Z,auth_issue,P1,Security
[billing] rollback (E504). occurred right after deployment.,billing,oncall,E504,2026-02-05T00:38:49Z,deployment_issue,P1,Platform
[gateway] after deploy (OOM). occurred right after deployment.,gateway,oncall,OOM,2026-01-28T15:30:49Z,deployment_issue,P1,Platform
[payments] stale cache (E401).,payments,partner,E401,2026-02-01T20:31:49Z,data_issue,P2,Data
[observability] login fails (OOM).,observability,oncall,OOM,2026-02-02T01:30:49Z,auth_issue,P1,Security
[auth] missing records (E504).,auth,partner,E504,2026-02-05T16:53:49Z,data_issue,P2,Data
[search] 500 spike (E502).,search,qa,E502,2026-01-27T17:25:49Z,outage,P1,SRE
[payment]s login fails (OOM). seen by customers,payments,batch_job,OOM,2026-02-05T23:44:49Z,auth_issue,P2,Security
[billing] rollback (E504). occurred right after deployment.,billing,partner,E504,2026-02-01T03:09:49Z,deployment_issue,P2,Platform
[search] slow response (E500). user says app is broken.,search,user_report,E500,2026-01-29T02:47:49Z,latency,P1,SRE
[billing] token invalid (E502). alert triggered from monitoring.,billing,monitoring,E502,2026-02-05T23:22:49Z,auth_issue,P1,Security
[inventory] degraded (E401). intermittent,inventory,oncall,E401,2026-02-04T05:53:49Z,latency,P1,SRE
[obseravbility] degraded (E429).,observability,batch_job,E429,2026-01-31T07:48:49Z,latency,P1,SRE
[auth] cannot reach (E429). user says app is broken.,auth,user_report,E429,2026-02-07T04:30:49Z,outage,P1,SRE
[billing] incrorect data (E500).,billing,batch_job,E500,2026-02-04T03:59:49Z,data_issue,P3,Data
[billing] checkout broken (E403).,billing,oncall,E403,2026-01-28T18:25:49Z,payment_issue,P0,Payments
[observability] version mismatch (E500). alert triggered from monitoring. occurred right after deployment. pls fix asap,observability,monitoring,E500,2026-02-07T15:12:49Z,deployment_issue,P1,Platform
[search] service down (E504). after last change,search,qa,E504,2026-01-28T01:55:49Z,outage,P1,SRE
[search] p95 high (TIMEOUT). user says app is broken.,search,user_report,TIMEOUT,2026-02-09T16:08:49Z,latency,P1,SRE
[gateway] unauthorized (DB_CONN). randomly,gateway,batch_job,DB_CONN,2026-02-09T07:26:49Z,auth_issue,P1,Security
[search] inconsistent state (E401). intermittent,search,batch_job,E401,2026-02-08T18:17:49Z,data_issue,P2,Data
[auth] webhook failed (E504).,auth,batch_job,E504,2026-02-05T15:51:49Z,payment_issue,P0,Payments
[gateway] version mismatch (E502). user says app is broken. occurred right after deployment.,gateway,user_report,E502,2026-01-27T13:09:49Z,deployment_issue,P1,Platform
[search ]p95 high (TIMEOUT). user says app is broken.,search,user_report,TIMEOUT,2026-02-05T12:15:49Z,latency,P1,SRE
[inventory] timeouts (E500). user says app is broken.,inventory,user_report,E500,2026-02-01T14:45:49Z,latency,P1,SRE
[gateway] checkout broken (E502). user says app is broken.,gateway,user_report,E502,2026-01-31T05:31:49Z,payment_issue,P0,Payments
[inventory] slow response (E401). user says app is broken. randomly,inventory,user_report,E401,2026-02-02T20:09:49Z,latency,P1,SRE
[mobile] hceckout broken (E429).,mobile,batch_job,E429,2026-02-01T21:00:49Z,payment_issue,P0,Payments
[search] webhook failed (E502). happens since morning,search,oncall,E502,2026-02-03T11:20:49Z,payment_issue,P1,Payments
[search] charge failed (E429). alert triggered from monitoring. happens since morning,search,monitoring,E429,2026-02-05T16:54:49Z,payment_issue,P0,Payments
[auth] payment declined (E408).,auth,partner,E408,2026-02-06T07:34:49Z,payment_issue,P0,Payments
[billing] lag (OOM).,billing,partner,OOM,2026-02-06T08:48:49Z,latency,P1,SRE
[search] 500 spike (E408).,search,oncall,E408,2026-02-07T13:42:49Z,outage,P0,SRE
[mobile] cannot reach (E500). user says app is broken.,mobile,user_report,E500,2026-01-26T15:52:49Z,outage,P0,SRE
[billing] service down (E500). user says app is broken. urgent,billing,user_report,E500,2026-02-09T18:13:49Z,outage,P0,SRE
[search] degraded (E408). happens since morning,search,batch_job,E408,2026-02-09T00:04:49Z,latency,P2,SRE
[search] rollback E(403). occurred right after deployment.,search,batch_job,E403,2026-02-09T11:14:49Z,deployment_issue,P1,Platform
[gateway] config error (E403). occurred right after deployment.,gateway,partner,E403,2026-02-01T07:42:49Z,deployment_issue,P1,Platform
[observability] version mismatch (E403). user says app is broken. occurred right after deployment.,observability,user_report,E403,2026-02-08T10:52:49Z,deployment_issue,P1,Platform
[mobile] config error (E408). occurred right after deployment. happens since morning,mobile,partner,E408,2026-02-06T09:50:49Z,deployment_issue,P1,Platform
[mobile] after deploy (E401). occurred right after deployment.,mobile,batch_job,E401,2026-01-26T22:41:49Z,deployment_issue,P2,Platform
[billing] unauthorized (DBC_ONN).,billing,batch_job,DB_CONN,2026-01-31T16:07:49Z,auth_issue,P1,Security
[mobile] cannot reach (E500).,mobile,qa,E500,2026-01-30T19:19:49Z,outage,P1,SRE
[auth] timeout (DB_CONN). after last change,auth,partner,DB_CONN,2026-01-27T18:36:49Z,outage,P0,SRE
[payments] webhook failed (DB_CONN).,payments,oncall,DB_CONN,2026-01-30T07:32:49Z,payment_issue,P1,Payments
[mobile] lag (E401). repro steps unknown,mobile,qa,E401,2026-01-26T17:30:49Z,latency,P1,SRE
[payments] unauthorized (E504).,payments,qa,E504,2026-02-05T16:31:49Z,auth_issue,P2,Security
[payments] version mismatch (E504). occurred right after deployment.,payments,oncall,E504,2026-02-01T11:01:49Z,deployment_issue,P1,Platform
[mobile] charge failed (E408).,mobile,oncall,E408,2026-01-28T00:01:49Z,payment_issue,P0,Payments
[gateway] config error (E403). alert triggered from monitoring. occurred right after deployment. after last change,gateway,monitoring,E403,2026-02-06T22:27:49Z,deployment_issue,P1,Platform
[observabilit]y checkout broken (E502).,observability,oncall,E502,2026-01-26T14:37:49Z,payment_issue,P1,Payments
[gateway] degraded (TIMEOUT). after last change,gateway,partner,TIMEOUT,2026-01-27T23:12:49Z,latency,P1,SRE
[billing] payment declined (E502).,billing,partner,E502,2026-01-26T21:42:49Z,payment_issue,P1,Payments
[auth] charge failed (E429).,auth,oncall,E429,2026-02-09T16:07:49Z,payment_issue,P0,Payments
[inventory] payment declined (E429). user says app is broken.,inventory,user_report,E429,2026-01-27T11:51:49Z,payment_issue,P0,Payments
[observability] missing records (TIMEOUT).,observability,batch_job,TIMEOUT,2026-02-03T10:45:49Z,data_issue,P3,Data
[mobile] version mismatch (E500). occurred right after deployment.,mobile,qa,E500,2026-01-27T00:01:49Z,deployment_issue,P2,Platform
[billing] token invalid (E408). alert triggered from monitoirng.,billing,monitoring,E408,2026-02-01T08:51:49Z,auth_issue,P1,Security
[billing] timeouts (OOM). alert triggered from monitoring.,billing,monitoring,OOM,2026-02-09T16:42:49Z,latency,P1,SRE
[observability] charge failed (OOM).,observability,batch_job,OOM,2026-02-09T19:51:49Z,payment_issue,P1,Payments
[search] login fails (DB_CONN). alert triggered from monitoring.,search,monitoring,DB_CONN,2026-01-30T06:36:49Z,auth_issue,P2,Security
[observability] payment declined (E408). intermittent,observability,batch_job,E408,2026-01-31T14:55:49Z,payment_issue,P1,Payments
[search] stale cache (DB_CONN). happens since morning,search,partner,DB_CONN,2026-02-01T03:32:49Z,data_issue,P2,Data
[auth] inconsistent state (E403). seen by customers,auth,partner,E403,2026-01-28T02:20:49Z,data_issue,P2,Data
[observability] login fails (E403).,observability,qa,E403,2026-01-30T18:30:49Z,auth_issue,P1,Security
[mobile] timeouts (E504). after last change,mobile,batch_job,E504,2026-01-26T22:50:49Z,latency,P1,SRE
[auth] payment declined (E500). user says app is broken.,auth,user_report,E500,2026-02-04T16:33:49Z,payment_issue,P0,Payments
[auth] timeout (E500).,auth,partner,E500,2026-02-09T02:21:49Z,outage,P0,SRE
[payments] checkout broken (E502). alert triggered from monitoring.,payments,monitoring,E502,2026-01-28T05:10:49Z,payment_issue,P0,Payments
[inventory] payment declined (OOM). seen by customers,inventory,qa,OOM,2026-01-31T19:45:49Z,payment_issue,P0,Payments
[saerch] missing records (E408).,search,batch_job,E408,2026-01-27T03:30:49Z,data_issue,P3,Data
[gateway] token invalid (E403).,gateway,oncall,E403,2026-02-01T02:42:49Z,auth_issue,P1,Security
[billing] inconsistent state (DB_CONN).,billing,batch_job,DB_CONN,2026-02-08T21:06:49Z,data_issue,P3,Data
[billing] payment declined (E42)9. user says app is broken.,billing,user_report,E429,2026-01-26T09:36:49Z,payment_issue,P1,Payments
[auth] version mismatch (E403). occurred right after deployment.,auth,partner,E403,2026-02-05T21:13:49Z,deployment_issue,P2,Platform
[observability] config error (E500). user says app is broken. occurred right after deployment.,observability,user_report,E500,2026-02-03T04:01:49Z,deployment_issue,P1,Platform
[observability] permission denied (E503).,observability,partner,E503,2026-02-02T06:09:49Z,auth_issue,P2,Security
[auth] rollback (OOM). occurred right after deployment. repro steps unknown,auth,oncall,OOM,2026-02-04T00:59:49Z,deployment_issue,P1,Platform
[payments] rollback (E503). occurred right after deployment. intermittent,payments,qa,E503,2026-02-08T17:10:49Z,deployment_issue,P1,Platform
[inventory] 500 spike (E502).,inventory,qa,E502,2026-02-09T19:08:49Z,outage,P0,SRE
[auth] timeouts (E401).,auth,oncall,E401,2026-01-27T19:19:49Z,latency,P2,SRE
[search] lag (OOM). user says app is broken.,search,user_report,OOM,2026-01-26T11:02:49Z,latency,P2,SRE
[inventory] charge failed (E500). intermittent,inventory,qa,E500,2026-01-27T16:05:49Z,payment_issue,P0,Payments
[payments] cannot reach (E503). urgent,payments,qa,E503,2026-02-09T01:24:49Z,outage,P0,SRE
[observability] stale cache (E408). alert triggered from monitoring. after last change,observability,monitoring,E408,2026-02-05T14:03:49Z,data_issue,P2,Data
